FROM: http://127.0.0.1:8888/?corpus=762da13ca8334f4c7365a770c7768967&panels=collocatesgraph,reader,trends,summary,bubblelines&lang=en

Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
considered	4	5	8.8816254E-5	-0.9291615	-0.10534225	1.7307026E-4,9.631592E-5,1.0697475E-4,9.643201E-5,0.0,0.0
condition	3	5	8.8816254E-5	0.06699862	1.2411115	3.4614053E-4,4.815796E-5,2.139495E-4,0.0,0.0,0.0
committee	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
cluster	1	5	8.8816254E-5	6.0	2.4494898	0.0,0.0,0.0,4.8216007E-4,0.0,0.0
clock	3	5	8.8816254E-5	1.0933008	1.242725	0.0,1.4447387E-4,1.0697475E-4,0.0,3.0807147E-4,0.0
circular	2	5	8.8816254E-5	5.5787907	2.3496954	6.9228106E-4,0.0,0.0,9.643201E-5,0.0,0.0
chap	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
caused	2	5	8.8816254E-5	-1.0442152	1.1072731	0.0,0.0,2.139495E-4,2.8929603E-4,0.0,0.0
cause	2	5	8.8816254E-5	1.4207022	1.5353118	0.0,1.9263184E-4,0.0,9.643201E-5,0.0,0.0
careful	2	5	8.8816254E-5	3.6621518	1.9527065	0.0,9.631592E-5,0.0,2.8929603E-4,0.0,0.0
care	2	5	8.8816254E-5	-1.7632201	0.98681945	1.7307026E-4,1.9263184E-4,0.0,0.0,0.0,0.0
callahan	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
cal	2	5	8.8816254E-5	-1.7632201	0.98681945	1.7307026E-4,1.9263184E-4,0.0,0.0,0.0,0.0
caches	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
b̂	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
blocks	3	5	8.8816254E-5	-2.9910483	0.1389807	0.0,1.4447387E-4,1.0697475E-4,0.0,0.0,1.472971E-4
bj	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
bit	2	5	8.8816254E-5	5.6630025	2.3688674	0.0,4.815796E-5,0.0,3.8572805E-4,0.0,0.0
binary	1	5	8.8816254E-5	6.0	2.4494898	0.0,0.0,0.0,4.8216007E-4,0.0,0.0
berlin	2	5	8.8816254E-5	-0.055844877	1.2758596	0.0,1.9263184E-4,0.0,0.0,3.0807147E-4,0.0
bench	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
became	3	5	8.8816254E-5	-2.9910483	0.1389807	0.0,1.4447387E-4,1.0697475E-4,0.0,0.0,1.472971E-4
axis	2	5	8.8816254E-5	0.2036709	1.3207577	0.0,0.0,3.2092427E-4,1.9286403E-4,0.0,0.0
architecture	4	5	8.8816254E-5	-0.9664627	0.57130915	0.0,4.815796E-5,2.139495E-4,9.643201E-5,0.0,1.472971E-4
appropriate	3	5	8.8816254E-5	0.4902133	1.0627476	0.0,9.631592E-5,2.139495E-4,9.643201E-5,0.0,0.0
answer	4	5	8.8816254E-5	-0.9291615	-0.10534225	1.7307026E-4,9.631592E-5,1.0697475E-4,9.643201E-5,0.0,0.0
andthe	3	5	8.8816254E-5	-1.8314296	0.85236216	0.0,4.815796E-5,2.139495E-4,1.9286403E-4,0.0,0.0
analyze	4	5	8.8816254E-5	-1.7368848	0.27411255	0.0,4.815796E-5,1.0697475E-4,1.9286403E-4,0.0,1.472971E-4
analy	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
alongthe	2	5	8.8816254E-5	1.5543481	1.559314	0.0,1.4447387E-4,0.0,0.0,0.0,2.945942E-4
air	1	5	8.8816254E-5	6.0	2.4494898	8.6535135E-4,0.0,0.0,0.0,0.0,0.0
afunction	3	5	8.8816254E-5	-2.9910483	0.1389807	0.0,1.4447387E-4,1.0697475E-4,0.0,0.0,1.472971E-4
acm	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
8l0	1	5	8.8816254E-5	6.0	2.4494898	0.0,0.0,5.3487375E-4,0.0,0.0,0.0
6465	1	5	8.8816254E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,7.3648547E-4
600	3	5	8.8816254E-5	4.208998	2.0187466	1.7307026E-4,9.631592E-5,0.0,0.0,6.1614293E-4,0.0
6.6	3	5	8.8816254E-5	-0.7073214	0.7546619	0.0,9.631592E-5,1.0697475E-4,1.9286403E-4,0.0,0.0
6.22	1	5	8.8816254E-5	6.0	2.4494898	0.0,2.4078978E-4,0.0,0.0,0.0,0.0
6.16	3	5	8.8816254E-5	0.4902133	1.0627476	0.0,9.631592E-5,2.139495E-4,9.643201E-5,0.0,0.0
6.10	2	5	8.8816254E-5	5.727285	2.3836927	0.0,4.815796E-5,4.27899E-4,0.0,0.0,0.0
5þ	1	5	8.8816254E-5	6.0	2.4494898	0.0,0.0,0.0,4.8216007E-4,0.0,0.0
5.6	3	5	8.8816254E-5	2.0242548	1.5858772	0.0,4.815796E-5,3.2092427E-4,0.0,0.0,1.472971E-4
498	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
4967	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
491	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
4.20	2	5	8.8816254E-5	4.9614644	2.2152176	0.0,9.631592E-5,0.0,0.0,0.0,4.418913E-4
4.15	3	5	8.8816254E-5	2.329194	1.5319685	0.0,9.631592E-5,1.0697475E-4,0.0,0.0,2.945942E-4
3pq	1	5	8.8816254E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,7.3648547E-4
358	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
334	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
3.8	4	5	8.8816254E-5	1.3609142	1.0523366	0.0,9.631592E-5,1.0697475E-4,0.0,3.0807147E-4,1.472971E-4
3.7	4	5	8.8816254E-5	-1.9578885	0.66637397	0.0,4.815796E-5,1.0697475E-4,0.0,3.0807147E-4,2.945942E-4
3.10	4	5	8.8816254E-5	-1.9578885	0.66637397	0.0,4.815796E-5,1.0697475E-4,0.0,3.0807147E-4,2.945942E-4
2400	2	5	8.8816254E-5	4.800256	2.181401	0.0,1.4447387E-4,0.0,0.0,6.1614293E-4,0.0
2.8	2	5	8.8816254E-5	1.1593236	1.4886369	0.0,0.0,3.2092427E-4,0.0,6.1614293E-4,0.0
2.16	2	5	8.8816254E-5	4.338294	2.0866783	0.0,0.0,1.0697475E-4,3.8572805E-4,0.0,0.0
2.14	3	5	8.8816254E-5	3.4576805	1.8614409	0.0,0.0,2.139495E-4,9.643201E-5,6.1614293E-4,0.0
2.12	2	5	8.8816254E-5	-0.9031199	1.1311184	0.0,0.0,4.27899E-4,0.0,3.0807147E-4,0.0
2.11	3	5	8.8816254E-5	3.4576805	1.8614409	0.0,0.0,2.139495E-4,9.643201E-5,6.1614293E-4,0.0
2.10	3	5	8.8816254E-5	5.6035023	2.3481307	0.0,0.0,1.0697475E-4,9.643201E-5,9.2421443E-4,0.0
1989	3	5	8.8816254E-5	-2.5278046	0.2529114	0.0,1.4447387E-4,1.0697475E-4,9.643201E-5,0.0,0.0
1987	2	5	8.8816254E-5	1.4207022	1.5353118	0.0,1.9263184E-4,0.0,9.643201E-5,0.0,0.0
1960	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
1931	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
148	5	5	8.8816254E-5	2.1602118	1.2346095	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
φ41	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
φ3	2	4	7.105301E-5	5.509967	2.3342109	0.0,4.815796E-5,3.2092427E-4,0.0,0.0,0.0
ρ0	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
π3	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
λγ	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
β1	2	4	7.105301E-5	2.0928442	1.6570238	0.0,9.631592E-5,2.139495E-4,0.0,0.0,0.0
ðc	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
ðb	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
ð3	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
years	3	4	7.105301E-5	-1.8750304	0.90900934	0.0,4.815796E-5,0.0,0.0,3.0807147E-4,2.945942E-4
xt4	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
xi	2	4	7.105301E-5	-0.46657363	1.2053533	0.0,1.4447387E-4,0.0,9.643201E-5,0.0,0.0
www.top500	2	4	7.105301E-5	3.7382927	1.9675572	0.0,9.631592E-5,0.0,0.0,0.0,2.945942E-4
www.cs.utk.edu	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0012322859,0.0
worth	3	4	7.105301E-5	1.9388534	1.5113353	0.0,4.815796E-5,2.139495E-4,9.643201E-5,0.0,0.0
world	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
western	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
ware	3	4	7.105301E-5	2.9135303	1.6760471	0.0,9.631592E-5,0.0,9.643201E-5,3.0807147E-4,0.0
v̂	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
verlag	4	4	7.105301E-5	1.594183	1.312839	0.0,4.815796E-5,0.0,9.643201E-5,3.0807147E-4,1.472971E-4
val	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
usa	4	4	7.105301E-5	1.3599726	1.0516613	0.0,0.0,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
upper	3	4	7.105301E-5	-2.148487	0.35629085	0.0,9.631592E-5,0.0,9.643201E-5,0.0,1.472971E-4
universal	3	4	7.105301E-5	0.596148	1.2326638	0.0,4.815796E-5,1.0697475E-4,1.9286403E-4,0.0,0.0
understand	2	4	7.105301E-5	4.3276935	2.0845382	3.4614053E-4,9.631592E-5,0.0,0.0,0.0,0.0
uncertainty	2	4	7.105301E-5	-0.46657363	1.2053533	0.0,1.4447387E-4,0.0,9.643201E-5,0.0,0.0
ud1	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
ua	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
typical	3	4	7.105301E-5	1.9388534	1.5113353	0.0,4.815796E-5,2.139495E-4,9.643201E-5,0.0,0.0
type	2	4	7.105301E-5	0.9275243	1.4475285	1.7307026E-4,0.0,3.2092427E-4,0.0,0.0,0.0
try	3	4	7.105301E-5	-0.037443157	1.0322582	1.7307026E-4,0.0,0.0,9.643201E-5,0.0,2.945942E-4
trivial	2	4	7.105301E-5	-0.46657363	1.2053533	0.0,1.4447387E-4,0.0,9.643201E-5,0.0,0.0
transposed	2	4	7.105301E-5	-1.8713143	0.96885765	0.0,1.4447387E-4,0.0,0.0,0.0,1.472971E-4
transpose	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
transferred	2	4	7.105301E-5	5.395241	2.30872	0.0,4.815796E-5,0.0,2.8929603E-4,0.0,0.0
traditional	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
tor	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
tional	3	4	7.105301E-5	-3.271299	0.02088449	0.0,9.631592E-5,1.0697475E-4,9.643201E-5,0.0,0.0
thesummit	2	4	7.105301E-5	-0.72392744	1.1615052	0.0,0.0,0.0,0.0,3.0807147E-4,4.418913E-4
theright	3	4	7.105301E-5	-2.4316428	0.28095472	0.0,9.631592E-5,1.0697475E-4,0.0,0.0,1.472971E-4
themachine	2	4	7.105301E-5	2.0928442	1.6570238	0.0,9.631592E-5,2.139495E-4,0.0,0.0,0.0
thehardware	3	4	7.105301E-5	-2.4316428	0.28095472	0.0,9.631592E-5,1.0697475E-4,0.0,0.0,1.472971E-4
theefficiency	2	4	7.105301E-5	5.7112207	2.379971	0.0,0.0,1.0697475E-4,0.0,9.2421443E-4,0.0
thebandwidth	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
thatthe	4	4	7.105301E-5	1.594183	1.312839	0.0,4.815796E-5,0.0,9.643201E-5,3.0807147E-4,1.472971E-4
tgs	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
technol	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
tcomp	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
task	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
symbolic	2	4	7.105301E-5	0.019140052	1.288804	3.4614053E-4,0.0,2.139495E-4,0.0,0.0,0.0
supported	4	4	7.105301E-5	1.3599726	1.0516613	0.0,0.0,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
supercomputer	3	4	7.105301E-5	4.6091156	2.1068063	0.0,0.0,0.0,9.643201E-5,6.1614293E-4,1.472971E-4
subtle	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
substituting	2	4	7.105301E-5	3.7382927	1.9675572	0.0,9.631592E-5,0.0,0.0,0.0,2.945942E-4
subject	2	4	7.105301E-5	-1.5626713	1.0202439	1.7307026E-4,1.4447387E-4,0.0,0.0,0.0,0.0
studies	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
stoney	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
stated	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
starts	3	4	7.105301E-5	3.6737258	1.9022344	0.0,4.815796E-5,0.0,9.643201E-5,0.0,2.945942E-4
starting	3	4	7.105301E-5	-1.8462256	0.8238794	1.7307026E-4,4.815796E-5,0.0,1.9286403E-4,0.0,0.0
start	3	4	7.105301E-5	-1.0970936	0.64566094	1.7307026E-4,9.631592E-5,0.0,9.643201E-5,0.0,0.0
st	3	4	7.105301E-5	3.6737258	1.9022344	0.0,4.815796E-5,0.0,9.643201E-5,0.0,2.945942E-4
sors	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
solutions	2	4	7.105301E-5	5.81624	2.4045336	5.192108E-4,4.815796E-5,0.0,0.0,0.0,0.0
smallest	2	4	7.105301E-5	5.509967	2.3342109	0.0,4.815796E-5,3.2092427E-4,0.0,0.0,0.0
sion	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
ship	2	4	7.105301E-5	-1.8713143	0.96885765	0.0,1.4447387E-4,0.0,0.0,0.0,1.472971E-4
sg	2	4	7.105301E-5	-1.6246371	1.0099024	3.4614053E-4,0.0,0.0,0.0,0.0,2.945942E-4
servers	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
series	2	4	7.105301E-5	4.065816	2.0320954	0.0,0.0,3.2092427E-4,9.643201E-5,0.0,0.0
september	3	4	7.105301E-5	-2.1905756	0.39342836	0.0,0.0,1.0697475E-4,1.9286403E-4,0.0,1.472971E-4
separation	2	4	7.105301E-5	5.509967	2.3342109	0.0,4.815796E-5,3.2092427E-4,0.0,0.0,0.0
senior	3	4	7.105301E-5	-2.4316428	0.28095472	0.0,9.631592E-5,1.0697475E-4,0.0,0.0,1.472971E-4
sciencedirect	4	4	7.105301E-5	-1.7376937	-0.3658188	1.7307026E-4,0.0,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
scatter	3	4	7.105301E-5	-3.271299	0.02088449	0.0,9.631592E-5,1.0697475E-4,9.643201E-5,0.0,0.0
sbref0030	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
sbref0006	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
sb	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,5.891884E-4
satisfied	3	4	7.105301E-5	3.2432935	1.8140709	0.0,4.815796E-5,1.0697475E-4,0.0,0.0,2.945942E-4
s00450	2	4	7.105301E-5	5.395241	2.30872	0.0,4.815796E-5,0.0,2.8929603E-4,0.0,0.0
rotor	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
rkþ1	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
reynolds	2	4	7.105301E-5	5.395241	2.30872	0.0,4.815796E-5,0.0,2.8929603E-4,0.0,0.0
review	3	4	7.105301E-5	0.38947546	1.2779052	1.7307026E-4,4.815796E-5,0.0,0.0,0.0,2.945942E-4
reveal	2	4	7.105301E-5	-1.8713143	0.96885765	0.0,1.4447387E-4,0.0,0.0,0.0,1.472971E-4
returns	3	4	7.105301E-5	-1.9947373	0.54215246	1.7307026E-4,0.0,2.139495E-4,9.643201E-5,0.0,0.0
return	2	4	7.105301E-5	5.81624	2.4045336	5.192108E-4,4.815796E-5,0.0,0.0,0.0,0.0
resulting	3	4	7.105301E-5	-2.1905756	0.39342836	0.0,0.0,1.0697475E-4,1.9286403E-4,0.0,1.472971E-4
reservation	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
requirement	3	4	7.105301E-5	-3.271299	0.02088449	0.0,9.631592E-5,1.0697475E-4,9.643201E-5,0.0,0.0
reproduces	3	4	7.105301E-5	0.596148	1.2326638	0.0,4.815796E-5,1.0697475E-4,1.9286403E-4,0.0,0.0
remarkable	3	4	7.105301E-5	0.596148	1.2326638	0.0,4.815796E-5,1.0697475E-4,1.9286403E-4,0.0,0.0
received	3	4	7.105301E-5	2.4854894	1.6804973	3.4614053E-4,4.815796E-5,0.0,0.0,0.0,1.472971E-4
recall	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
ran	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
quantitative	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
purely	3	4	7.105301E-5	-2.148487	0.35629085	0.0,9.631592E-5,0.0,9.643201E-5,0.0,1.472971E-4
psmp	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
ps	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
projections	2	4	7.105301E-5	-0.9497138	1.1232362	0.0,0.0,2.139495E-4,0.0,0.0,2.945942E-4
programs	3	4	7.105301E-5	-1.4770298	0.54808056	1.7307026E-4,9.631592E-5,1.0697475E-4,0.0,0.0,0.0
programmer	3	4	7.105301E-5	-1.8750304	0.90900934	0.0,4.815796E-5,0.0,0.0,3.0807147E-4,2.945942E-4
processors.the	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
prediction	3	4	7.105301E-5	-1.4770298	0.54808056	1.7307026E-4,9.631592E-5,1.0697475E-4,0.0,0.0,0.0
predict	2	4	7.105301E-5	-1.5626713	1.0202439	1.7307026E-4,1.4447387E-4,0.0,0.0,0.0,0.0
ppam07	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
pow	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
position	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
poland	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
pk	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
peters	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
pertinent	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
period	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
pawar	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
paul	3	4	7.105301E-5	2.3259892	1.5311162	0.0,0.0,1.0697475E-4,9.643201E-5,0.0,2.945942E-4
parts	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
p.w	4	4	7.105301E-5	1.3599726	1.0516613	0.0,0.0,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
outside	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
org	2	4	7.105301E-5	3.7382927	1.9675572	0.0,9.631592E-5,0.0,0.0,0.0,2.945942E-4
opera	2	4	7.105301E-5	-0.46657363	1.2053533	0.0,1.4447387E-4,0.0,9.643201E-5,0.0,0.0
ones	2	4	7.105301E-5	2.0928442	1.6570238	0.0,9.631592E-5,2.139495E-4,0.0,0.0,0.0
old	3	4	7.105301E-5	-3.271299	0.02088449	0.0,9.631592E-5,1.0697475E-4,9.643201E-5,0.0,0.0
ofprocessors	2	4	7.105301E-5	1.9739963	1.6353159	0.0,0.0,3.2092427E-4,0.0,0.0,1.472971E-4
ofmeasurement	3	4	7.105301E-5	-0.70466137	1.0290234	0.0,4.815796E-5,2.139495E-4,0.0,0.0,1.472971E-4
oflength	3	4	7.105301E-5	-2.4316428	0.28095472	0.0,9.631592E-5,1.0697475E-4,0.0,0.0,1.472971E-4
ofcommunication	3	4	7.105301E-5	-0.70466137	1.0290234	0.0,4.815796E-5,2.139495E-4,0.0,0.0,1.472971E-4
nic	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
networking	2	4	7.105301E-5	-1.8713143	0.96885765	0.0,1.4447387E-4,0.0,0.0,0.0,1.472971E-4
nax	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
n2k	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,5.891884E-4
n1	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
msi.umn.edu	2	4	7.105301E-5	-0.9497138	1.1232362	0.0,0.0,2.139495E-4,0.0,0.0,2.945942E-4
moves	2	4	7.105301E-5	-0.46657363	1.2053533	0.0,1.4447387E-4,0.0,9.643201E-5,0.0,0.0
moved	3	4	7.105301E-5	5.4613194	2.3167043	0.0,4.815796E-5,0.0,9.643201E-5,6.1614293E-4,0.0
mohr	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
ml2t	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
min	2	4	7.105301E-5	5.509967	2.3342109	0.0,4.815796E-5,3.2092427E-4,0.0,0.0,0.0
miles	4	4	7.105301E-5	1.4106876	1.2447206	0.0,4.815796E-5,1.0697475E-4,0.0,3.0807147E-4,1.472971E-4
mi	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
meters	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
mensions	4	4	7.105301E-5	-0.23557721	0.7843671	1.7307026E-4,4.815796E-5,0.0,0.0,3.0807147E-4,1.472971E-4
mensionless	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
meiko	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
mech	4	4	7.105301E-5	0.4915285	1.0546559	1.7307026E-4,4.815796E-5,1.0697475E-4,0.0,3.0807147E-4,0.0
mantevo	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,0.0,3.8572805E-4,0.0,0.0
mannheim	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
maintain	2	4	7.105301E-5	-1.0503525	1.1062375	0.0,1.4447387E-4,1.0697475E-4,0.0,0.0,0.0
madhya	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
lost	3	4	7.105301E-5	-2.148487	0.35629085	0.0,9.631592E-5,0.0,9.643201E-5,0.0,1.472971E-4
looking	2	4	7.105301E-5	1.4364362	1.5381327	0.0,9.631592E-5,0.0,1.9286403E-4,0.0,0.0
london	2	4	7.105301E-5	-0.46657363	1.2053533	0.0,1.4447387E-4,0.0,9.643201E-5,0.0,0.0
lncs	4	4	7.105301E-5	1.3599726	1.0516613	0.0,0.0,1.0697475E-4,9.643201E-5,3.0807147E-4,1.472971E-4
lippert	4	4	7.105301E-5	-1.7631156	0.037447434	0.0,4.815796E-5,1.0697475E-4,9.643201E-5,0.0,1.472971E-4
learning	1	4	7.105301E-5	6.0	2.4494898	6.9228106E-4,0.0,0.0,0.0,0.0,0.0
l2y	1	4	7.105301E-5	6.0	2.4494898	0.0,0.0,4.27899E-4,0.0,0.0,0.0
key	3	4	7.105301E-5	-1.2914306	0.9051784	0.0,4.815796E-5,0.0,1.9286403E-4,0.0,1.472971E-4
keeping	2	4	7.105301E-5	2.0928442	1.6570238	0.0,9.631592E-5,2.139495E-4,0.0,0.0,0.0
k1	1	4	7.105301E-5	6.0	2.4494898	0.0,1.9263184E-4,0.0,0.0,0.0,0.0
july	2	4	7.105301E-5	5.071482	2.2385607	5.192108E-4,0.0,1.0697475E-4,0.0,0.0,0.0
jpeg	2	4	7.105301E-5	5.467577	2.324748	0.0,9.631592E-5,0.0,0.0,6.1614293E-4,0.0
